,VISIT_AREA_NM,ROAD_NM_ADDR,LOTNO_ADDR,SEARCH_ADDR,data-id
3812,카페 다금바리 스타,제주특별자치도 제주시 한경면 노을해안로 1166,제주특별자치도 제주시 한경면 고산리 3610-4,제주특별자치도 제주시 한경면 고산리 3610-4,36883768
3813,형돈,제주특별자치도 제주시 구남로 22,제주특별자치도 제주시 이도이동 2034-7,제주특별자치도 제주시 이도이동 2034-7,68336236
3814,제주 자연 생태공원,제주특별자치도 서귀포시 성산읍 금백조로 446,제주특별자치도 서귀포시 성산읍 수산리 4711-1,제주특별자치도 서귀포시 성산읍 수산리 4711-1,no
3815,옛날통닭 성산점,제주특별자치도 서귀포시 성산읍 고성동서로56번길 12-1,제주특별자치도 서귀포시 성산읍 고성리 1132-5,제주특별자치도 서귀포시 성산읍 고성리 1132-5,439961372
3816,파크 가든,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,제주특별자치도 제주시 회천동 3-16,1135280461
3817,송당 해장국,제주특별자치도 제주시 구좌읍 중산간동로 2270,제주특별자치도 제주시 구좌읍 송당리 1376-1,제주특별자치도 제주시 구좌읍 송당리 1376-1,1027027798
3818,어멍 횟집,제주특별자치도 서귀포시 성산읍 일출로 29,제주특별자치도 서귀포시 성산읍 고성리 330-1,제주특별자치도 서귀포시 성산읍 고성리 330-1,37061112
3819,론푸드차이나,제주특별자치도 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동 2035-5,제주특별자치도 서귀포시 중문동 2035-5,no
3820,호텔 더그랑 중문,제주특별자치도 서귀포시 색달중앙로 19,제주특별자치도 서귀포시 색달동 2534-1,제주특별자치도 서귀포시 색달동 2534-1,1486030635
3821,이큐 스테이,제주특별자치도 제주시 한림읍 금능남1길 6-1,제주특별자치도 제주시 한림읍 금능리 1258,제주특별자치도 제주시 한림읍 금능리 1258,1043568467
3822,마왕 족발 제주 시청점,제주특별자치도 제주시 신성로 109-1,제주특별자치도 제주시 이도이동 1186-5,제주특별자치도 제주시 이도이동 1186-5,1768995902
3823,제주방 탈출 시청점,제주특별자치도 제주시 중앙로 206,제주특별자치도 제주시 이도일동 1774-1,제주특별자치도 제주시 이도일동 1774-1,1723301262
3824,빠빠라기 제주 시청점,제주특별자치도 제주시 중앙로 218,제주특별자치도 제주시 이도이동 1772-17,제주특별자치도 제주시 이도이동 1772-17,19866568
3825,제주 본 참 숯불갈비,제주특별자치도 제주시 원노형남1길 31,제주특별자치도 제주시 노형동 933-17,제주특별자치도 제주시 노형동 933-17,38711040
3826,석굴원,제주특별자치도 제주시 한림읍 한림로 176,제주특별자치도 제주시 한림읍 금능리 1282-9,제주특별자치도 제주시 한림읍 금능리 1282-9,no
3827,탭 하우스 더 코너,제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,제주특별자치도 제주시 노형동 1295-16,no
3828,제주 배럴 서프스쿨,제주특별자치도 서귀포시 색달중앙로 58,제주특별자치도 서귀포시 색달동 1926-2,제주특별자치도 서귀포시 색달동 1926-2,no
3829,크래커스 커피 한경점,제주특별자치도 제주시 한경면 낙수로 1,제주특별자치도 제주시 한경면 조수리 1363-1,제주특별자치도 제주시 한경면 조수리 1363-1,842405543
3830,윤옥,제주특별자치도 제주시 구남동2길 19-4,제주특별자치도 제주시 이도이동 2003-3,제주특별자치도 제주시 이도이동 2003-3,1115319257
3831,루바토,제주특별자치도 제주시 구남동2길 25-12,제주특별자치도 제주시 이도이동 2002-7,제주특별자치도 제주시 이도이동 2002-7,21635987
3832,절물 오름,,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 제주시 봉개동 산 78-1,13165795
3833,진 고등어 쌈밥,제주특별자치도 제주시 서해안로 348,제주특별자치도 제주시 도두이동 706,제주특별자치도 제주시 도두이동 706,1880077057
3834,대림 사우나,제주특별자치도 제주시 남광로 181,제주특별자치도 제주시 일도이동 113-7,제주특별자치도 제주시 일도이동 113-7,37658269
3835,호텔 윈스토리,제주특별자치도 서귀포시 중정로 11,제주특별자치도 서귀포시 서귀동 318-17,제주특별자치도 서귀포시 서귀동 318-17,1648472341
3836,다도,제주특별자치도 서귀포시 이어도로 866-29,제주특별자치도 서귀포시 법환동 1556-2,제주특별자치도 서귀포시 법환동 1556-2,no
3837,베게,제주특별자치도 서귀포시 효돈로 54,제주특별자치도 서귀포시 신효동 1137-1,제주특별자치도 서귀포시 신효동 1137-1,no
3838,식과 함께,제주특별자치도 서귀포시 안덕면 화순로142번길 11-9,제주특별자치도 서귀포시 안덕면 화순리 1799-4,제주특별자치도 서귀포시 안덕면 화순리 1799-4,1610678174
3839,노을 이야기,제주특별자치도 제주시 애월읍 애월해안로 352,제주특별자치도 제주시 애월읍 고내리 390,제주특별자치도 제주시 애월읍 고내리 390,35184209
3840,있수다,제주특별자치도 제주시 애월읍 고내로7길 46-1,제주특별자치도 제주시 애월읍 고내리 1113,제주특별자치도 제주시 애월읍 고내리 1113,36481031
3841,봉성 식당,제주특별자치도 제주시 애월읍 봉성로 66,제주특별자치도 제주시 애월읍 봉성리 4124-1,제주특별자치도 제주시 애월읍 봉성리 4124-1,17028601
3842,올림피아 모텔,제주특별자치도 제주시 서광로 171,제주특별자치도 제주시 용담일동 2829-7,제주특별자치도 제주시 용담일동 2829-7,16745741
3843,헤르츠 호텔 주차장,제주특별자치도 제주시 중앙로 252,제주특별자치도 제주시 이도이동 1010,제주특별자치도 제주시 이도이동 1010,1786626818
3844,탐앤탐스 제주 시청점,제주특별자치도 제주시 중앙로 236,제주특별자치도 제주시 이도이동 1768-13,제주특별자치도 제주시 이도이동 1768-13,11590293
3845,칠돈가 본점,제주특별자치도 제주시 일주서로 7779,제주특별자치도 제주시 노형동 1112,제주특별자치도 제주시 노형동 1112,1734431290
3846,산방식당,제주특별자치도 서귀포시 대정읍 하모이삼로 62,제주특별자치도 서귀포시 대정읍 하모리 864-3,제주특별자치도 서귀포시 대정읍 하모리 864-3,13444899
3847,와토 커피,제주특별자치도 서귀포시 대정읍 동일하모로 238,제주특별자치도 서귀포시 대정읍 상모리 3854-5,제주특별자치도 서귀포시 대정읍 상모리 3854-5,37818122
3848,돌담쉼팡,제주특별자치도 서귀포시 성산읍 오조로 75,제주특별자치도 서귀포시 성산읍 오조리 151-3,제주특별자치도 서귀포시 성산읍 오조리 151-3,453815934
3849,제주 동쪽,제주특별자치도 서귀포시 성산읍 섭지코지로 54,제주특별자치도 서귀포시 성산읍 고성리 207-1,제주특별자치도 서귀포시 성산읍 고성리 207-1,1251715998
3850,도희네 칼국수,제주특별자치도 서귀포시 안덕면 중산간서로 1957,제주특별자치도 서귀포시 안덕면 서광리 956-4,제주특별자치도 서귀포시 안덕면 서광리 956-4,36504177
3851,호아 나,제주특별자치도 서귀포시 법환로38번길 1,제주특별자치도 서귀포시 법환동 1217-1,제주특별자치도 서귀포시 법환동 1217-1,1443466372
3852,제주첨단과학기술 단지 꿈에 그린 3차 아파트,제주특별자치도 제주시 첨단로동길 106,제주특별자치도 제주시 월평동 747,제주특별자치도 제주시 월평동 747,107273516
3853,탐나 제과,제주특별자치도 제주시 중앙로 377,제주특별자치도 제주시 이도이동 1986-4,제주특별자치도 제주시 이도이동 1986-4,1087746705
3854,월정 방파제,,제주특별자치도 제주시 구좌읍 월정리,제주특별자치도 제주시 구좌읍 월정리,1412103216
3855,용용선생 제주 연동점,제주특별자치도 제주시 은남4길 46,제주특별자치도 제주시 연동 273-58,제주특별자치도 제주시 연동 273-58,1238192624
3856,누워 마루 거리,,제주특별자치도 제주시 연동 273,제주특별자치도 제주시 연동 273,no
3857,아이폰 설루션,제주특별자치도 제주시 신성로13길 12,제주특별자치도 제주시 이도이동 1767-1,제주특별자치도 제주시 이도이동 1767-1,1219136035
3858,크라우드 PC 제원점,제주특별자치도 제주시 연동7길 16,제주특별자치도 제주시 연동 272-14,제주특별자치도 제주시 연동 272-14,1418460490
3859,빽다방 앤 긱스타 제주연동점,제주특별자치도 제주시 연동13길 3,제주특별자치도 제주시 연동 292-28,제주특별자치도 제주시 연동 292-28,1112844001
3860,제주 1호 돌 짜장,제주특별자치도 제주시 내도1길 23,제주특별자치도 제주시 내도동 551-1,제주특별자치도 제주시 내도동 551-1,1228029192
3861,애월 연어 하귀점,제주특별자치도 제주시 애월읍 하귀로 57,제주특별자치도 제주시 애월읍 하귀2리 1714-3,제주특별자치도 제주시 애월읍 하귀2리 1714-3,no
3862,아니다 파스타,제주특별자치도 제주시 한림읍 금악로1길 1,제주특별자치도 제주시 한림읍 금악리 2124-4,제주특별자치도 제주시 한림읍 금악리 2124-4,1836873478
3863,글래즈하임호텔,제주특별자치도 서귀포시 이어도로 777,제주특별자치도 서귀포시 강정동 855-1,제주특별자치도 서귀포시 강정동 855-1,1743931926
3864,바다이고 지,제주특별자치도 제주시 한림읍 협재로 6,제주특별자치도 제주시 한림읍 협재리 1907-1,제주특별자치도 제주시 한림읍 협재리 1907-1,no
3865,쉬멍 놀멍,제주특별자치도 제주시 한림읍 협재2길 30,제주특별자치도 제주시 한림읍 협재리 2557-1,제주특별자치도 제주시 한림읍 협재리 2557-1,1760704073
3866,한림수협 위판장,제주특별자치도 제주시 한림읍 한림해안로 141-4,제주특별자치도 제주시 한림읍 한림리 1328-17,제주특별자치도 제주시 한림읍 한림리 1328-17,12914705
3867,다락쉼터,,제주특별자치도 제주시 애월읍 고내리 462,제주특별자치도 제주시 애월읍 고내리 462,no
3868,중문정,제주특별자치도 서귀포시 상예로 226,제주특별자치도 서귀포시 상예동 1757-1,제주특별자치도 서귀포시 상예동 1757-1,1439757632
3869,신왕,제주특별자치도 서귀포시 성산읍 신양로 112,제주특별자치도 서귀포시 성산읍 고성리 205-6,제주특별자치도 서귀포시 성산읍 고성리 205-6,1785287262
3870,사우스 포레스트,제주특별자치도 서귀포시 516로 574-23,제주특별자치도 서귀포시 상효동 1116-1,제주특별자치도 서귀포시 상효동 1116-1,1341263593
3871,종달 미소,제주특별자치도 제주시 구좌읍 종달로 60-15,제주특별자치도 제주시 구좌읍 종달리 1887-3,제주특별자치도 제주시 구좌읍 종달리 1887-3,1926489260
3872,냠냠 돈가스,제주특별자치도 제주시 구좌읍 구좌로 44,제주특별자치도 제주시 구좌읍 세화리 1421-1,제주특별자치도 제주시 구좌읍 세화리 1421-1,19858215
3873,제주 락,제주특별자치도 서귀포시 월드컵로 203,제주특별자치도 서귀포시 법환동 1540,제주특별자치도 서귀포시 법환동 1540,16901913
3874,토라네코 제주본점,제주특별자치도 제주시 삼무로11길 9,제주특별자치도 제주시 연동 300-3,제주특별자치도 제주시 연동 300-3,1258643992
3875,바큠,제주특별자치도 서귀포시 태평로 381,제주특별자치도 서귀포시 서귀동 454-41,제주특별자치도 서귀포시 서귀동 454-41,1146680685
3876,다이소 제주 함덕점,제주특별자치도 제주시 조천읍 일주동로 1186,제주특별자치도 제주시 조천읍 함덕리 916,제주특별자치도 제주시 조천읍 함덕리 916,1583559682
3877,근쌀남,제주특별자치도 제주시 한림읍 귀덕5길 33,제주특별자치도 제주시 한림읍 귀덕리 4043,제주특별자치도 제주시 한림읍 귀덕리 4043,1396333634
3878,CU 제주 함덕 사거리점,제주특별자치도 제주시 조천읍 함와로 23,제주특별자치도 제주시 조천읍 함덕리 4157-4,제주특별자치도 제주시 조천읍 함덕리 4157-4,1324618313
3879,두찜 제주 함덕점,제주특별자치도 제주시 조천읍 함와로 21,제주특별자치도 제주시 조천읍 함덕리 4157-3,제주특별자치도 제주시 조천읍 함덕리 4157-3,1149337186
3880,디어브리즈,제주특별자치도 제주시 구좌읍 월정3길 42,제주특별자치도 제주시 구좌읍 월정리 491,제주특별자치도 제주시 구좌읍 월정리 491,1992434633
